Entity,Code,Year,Child mortality rate
Ireland,IRL,2012,0.4
Ireland,IRL,2013,0.39
Ireland,IRL,2014,0.38
Ireland,IRL,2015,0.37
Ireland,IRL,2016,0.36
Ireland,IRL,2017,0.35
Ireland,IRL,2018,0.34
Ireland,IRL,2019,0.34
Ireland,IRL,2020,0.35
Ireland,IRL,2021,0.36
Ireland,IRL,2022,0.37
Ireland,IRL,2023,0.38
Israel,ISR,1922,23.15
Israel,ISR,1923,19.78
Israel,ISR,1924,16.04
Israel,ISR,1925,20.91
Israel,ISR,1926,16.41
Israel,ISR,1927,17.72
Israel,ISR,1928,14.2
Israel,ISR,1929,13.12
Israel,ISR,1930,9.52
Israel,ISR,1931,11.72
Israel,ISR,1932,12.41
Israel,ISR,1933,11.54
Israel,ISR,1934,11.03
Israel,ISR,1935,8.72
Israel,ISR,1936,9.52
Israel,ISR,1937,7.66
Israel,ISR,1938,7.97
Israel,ISR,1939,7.19
Israel,ISR,1940,7.97
Israel,ISR,1941,7.5
Israel,ISR,1942,7.81
Israel,ISR,1943,5.69
Israel,ISR,1944,4.55
Israel,ISR,1945,4.55
Israel,ISR,1946,4.01
Israel,ISR,1947,3.73
Israel,ISR,1948,4.55
Israel,ISR,1949,6.88
Israel,ISR,1950,6.13
Israel,ISR,1951,5.25
Israel,ISR,1952,6.65
Israel,ISR,1953,6.4
Israel,ISR,1954,6.15
Israel,ISR,1955,5.91
Israel,ISR,1956,5.67
Israel,ISR,1957,5.43
Israel,ISR,1958,5.18
Israel,ISR,1959,4.94
Israel,ISR,1960,4.71
Israel,ISR,1961,4.48
Israel,ISR,1962,4.26
Israel,ISR,1963,4.06
Israel,ISR,1964,3.86
Israel,ISR,1965,3.68
Israel,ISR,1966,3.52
Israel,ISR,1967,3.36
Israel,ISR,1968,3.23
Israel,ISR,1969,3.11
Israel,ISR,1970,3.01
Israel,ISR,1971,2.91
Israel,ISR,1972,2.82
Israel,ISR,1973,2.72
Israel,ISR,1974,2.61
Israel,ISR,1975,2.48
Israel,ISR,1976,2.33
Israel,ISR,1977,2.19
Israel,ISR,1978,2.05
Israel,ISR,1979,1.93
Israel,ISR,1980,1.82
Israel,ISR,1981,1.74
Israel,ISR,1982,1.66
Israel,ISR,1983,1.59
Israel,ISR,1984,1.51
Israel,ISR,1985,1.44
Israel,ISR,1986,1.37
Israel,ISR,1987,1.31
Israel,ISR,1988,1.26
Israel,ISR,1989,1.21
Israel,ISR,1990,1.15
Israel,ISR,1991,1.1
Israel,ISR,1992,1.04
Israel,ISR,1993,0.98
Israel,ISR,1994,0.92
Israel,ISR,1995,0.87
Israel,ISR,1996,0.82
Israel,ISR,1997,0.78
Israel,ISR,1998,0.75
Israel,ISR,1999,0.72
Israel,ISR,2000,0.69
Israel,ISR,2001,0.66
Israel,ISR,2002,0.63
Israel,ISR,2003,0.61
Israel,ISR,2004,0.58
Israel,ISR,2005,0.56
Israel,ISR,2006,0.53
Israel,ISR,2007,0.51
Israel,ISR,2008,0.49
Israel,ISR,2009,0.47
Israel,ISR,2010,0.46
Israel,ISR,2011,0.44
Israel,ISR,2012,0.43
Israel,ISR,2013,0.41
Israel,ISR,2014,0.4
Israel,ISR,2015,0.39
Israel,ISR,2016,0.38
Israel,ISR,2017,0.37
Israel,ISR,2018,0.37
Israel,ISR,2019,0.36
Israel,ISR,2020,0.35
Israel,ISR,2021,0.35
Israel,ISR,2022,0.34
Israel,ISR,2023,0.34
Italy,ITA,1872,44.5
Italy,ITA,1873,40.99
Italy,ITA,1874,40.54
Italy,ITA,1875,40.42
Italy,ITA,1876,37.76
Italy,ITA,1877,36.66
Italy,ITA,1878,37.09
Italy,ITA,1879,37.32
Italy,ITA,1880,38.65
Italy,ITA,1881,38.58
Italy,ITA,1882,39.11
Italy,ITA,1883,37.49
Italy,ITA,1884,35.13
Italy,ITA,1885,35.65
Italy,ITA,1886,36.54
Italy,ITA,1887,35.86
Italy,ITA,1888,34.84
Italy,ITA,1889,32.91
Italy,ITA,1890,33.29
Italy,ITA,1891,33.64
Italy,ITA,1892,32.39
Italy,ITA,1893,31.65
Italy,ITA,1894,31.62
Italy,ITA,1895,32.23
Italy,ITA,1896,30.85
Italy,ITA,1897,28.24
Italy,ITA,1898,29.06
Italy,ITA,1899,27.29
Italy,ITA,1900,29.66
Italy,ITA,1901,27.7
Italy,ITA,1902,29.2
Italy,ITA,1903,28
Italy,ITA,1904,26.84
Italy,ITA,1905,27.3
Italy,ITA,1906,26.6
Italy,ITA,1907,25.47
Italy,ITA,1908,27.59
Italy,ITA,1909,26.15
Italy,ITA,1910,24.34
Italy,ITA,1911,26.01
Italy,ITA,1912,22.15
Italy,ITA,1913,22.89
Italy,ITA,1914,20.95
Italy,ITA,1915,24.57
Italy,ITA,1916,25.52
Italy,ITA,1917,23.35
Italy,ITA,1918,35.5
Italy,ITA,1919,24.29
Italy,ITA,1920,24.35
Italy,ITA,1921,21.99
Italy,ITA,1922,20.55
Italy,ITA,1923,19.82
Italy,ITA,1924,19
Italy,ITA,1925,19.21
Italy,ITA,1926,20.09
Italy,ITA,1927,18.56
Italy,ITA,1928,18.52
Italy,ITA,1929,18.59
Italy,ITA,1930,16.59
Italy,ITA,1931,16.48
Italy,ITA,1932,16.34
Italy,ITA,1933,14.99
Italy,ITA,1934,14.83
Italy,ITA,1935,15.06
Italy,ITA,1936,14.53
Italy,ITA,1937,16.16
Italy,ITA,1938,15.71
Italy,ITA,1939,14.04
Italy,ITA,1940,14.21
Italy,ITA,1941,15.31
Italy,ITA,1942,15.38
Italy,ITA,1943,15.72
Italy,ITA,1944,13.71
Italy,ITA,1945,14.15
Italy,ITA,1946,13.81
Italy,ITA,1947,11.24
Italy,ITA,1948,9.48
Italy,ITA,1949,9.35
Italy,ITA,1950,8.86
Italy,ITA,1951,8.16
Italy,ITA,1952,7.53
Italy,ITA,1953,6.98
Italy,ITA,1954,6.53
Italy,ITA,1955,6.2
Italy,ITA,1956,5.95
Italy,ITA,1957,5.75
Italy,ITA,1958,5.57
Italy,ITA,1959,5.39
Italy,ITA,1960,5.19
Italy,ITA,1961,4.98
Italy,ITA,1962,4.76
Italy,ITA,1963,4.53
Italy,ITA,1964,4.31
Italy,ITA,1965,4.11
Italy,ITA,1966,3.93
Italy,ITA,1967,3.78
Italy,ITA,1968,3.64
Italy,ITA,1969,3.51
Italy,ITA,1970,3.36
Italy,ITA,1971,3.18
Italy,ITA,1972,2.98
Italy,ITA,1973,2.76
Italy,ITA,1974,2.53
Italy,ITA,1975,2.31
Italy,ITA,1976,2.11
Italy,ITA,1977,1.95
Italy,ITA,1978,1.82
Italy,ITA,1979,1.7
Italy,ITA,1980,1.61
Italy,ITA,1981,1.52
Italy,ITA,1982,1.43
Italy,ITA,1983,1.35
Italy,ITA,1984,1.27
Italy,ITA,1985,1.2
Italy,ITA,1986,1.14
Italy,ITA,1987,1.08
Italy,ITA,1988,1.04
Italy,ITA,1989,1
Italy,ITA,1990,0.97
Italy,ITA,1991,0.93
Italy,ITA,1992,0.89
Italy,ITA,1993,0.85
Italy,ITA,1994,0.8
Italy,ITA,1995,0.75
Italy,ITA,1996,0.7
Italy,ITA,1997,0.66
Italy,ITA,1998,0.62
Italy,ITA,1999,0.59
Italy,ITA,2000,0.56
Italy,ITA,2001,0.53
Italy,ITA,2002,0.51
Italy,ITA,2003,0.48
Italy,ITA,2004,0.46
Italy,ITA,2005,0.45
Italy,ITA,2006,0.43
Italy,ITA,2007,0.42
Italy,ITA,2008,0.41
Italy,ITA,2009,0.41
Italy,ITA,2010,0.4
Italy,ITA,2011,0.39
Italy,ITA,2012,0.38
Italy,ITA,2013,0.37
Italy,ITA,2014,0.36
Italy,ITA,2015,0.35
Italy,ITA,2016,0.34
Italy,ITA,2017,0.33
Italy,ITA,2018,0.32
Italy,ITA,2019,0.31
Italy,ITA,2020,0.3
Italy,ITA,2021,0.29
Italy,ITA,2022,0.28
Italy,ITA,2023,0.28
Jamaica,JAM,1879,26.52
Jamaica,JAM,1880,32.04
Jamaica,JAM,1881,28.11
Jamaica,JAM,1882,22.59
Jamaica,JAM,1883,24.79
Jamaica,JAM,1884,27
Jamaica,JAM,1885,25.85
Jamaica,JAM,1886,24.97
Jamaica,JAM,1887,27.62
Jamaica,JAM,1888,26.35
Jamaica,JAM,1889,28.44
Jamaica,JAM,1890,30.57
Jamaica,JAM,1891,28.44
Jamaica,JAM,1892,26.68
Jamaica,JAM,1893,27.47
Jamaica,JAM,1894,27.32
Jamaica,JAM,1895,28.93
Jamaica,JAM,1896,28.6
Jamaica,JAM,1897,28.77
Jamaica,JAM,1898,28.44
Jamaica,JAM,1899,27.62
Jamaica,JAM,1900,28.27
Jamaica,JAM,1901,26.52
Jamaica,JAM,1902,26.35
Jamaica,JAM,1903,30.41
Jamaica,JAM,1904,31.39
Jamaica,JAM,1905,26.85
Jamaica,JAM,1906,32.2
Jamaica,JAM,1907,36.41
Jamaica,JAM,1908,27.94
Jamaica,JAM,1909,28.44
Jamaica,JAM,1910,28.93
Jamaica,JAM,1911,30.57
Jamaica,JAM,1912,31.55
Jamaica,JAM,1913,27.94
Jamaica,JAM,1914,27.16
Jamaica,JAM,1915,28.6
Jamaica,JAM,1916,28.6
Jamaica,JAM,1917,30.08
Jamaica,JAM,1918,28.6
Jamaica,JAM,1919,26.35
Jamaica,JAM,1920,28.11
Jamaica,JAM,1921,32.04
Jamaica,JAM,1922,28.77
Jamaica,JAM,1923,27.78
Jamaica,JAM,1924,26.19
Jamaica,JAM,1925,28.11
Jamaica,JAM,1926,27.32
Jamaica,JAM,1927,28.11
Jamaica,JAM,1928,25.5
Jamaica,JAM,1929,26.02
Jamaica,JAM,1930,22.59
Jamaica,JAM,1931,24.97
Jamaica,JAM,1932,22.59
Jamaica,JAM,1933,24.25
Jamaica,JAM,1934,20.91
Jamaica,JAM,1935,22.03
Jamaica,JAM,1936,20.72
Jamaica,JAM,1937,18.28
Jamaica,JAM,1938,20.35
Jamaica,JAM,1939,18.84
Jamaica,JAM,1940,17.16
Jamaica,JAM,1941,15.66
Jamaica,JAM,1942,14.56
Jamaica,JAM,1943,13.66
Jamaica,JAM,1944,14.74
Jamaica,JAM,1945,15.3
Jamaica,JAM,1946,14.51
Jamaica,JAM,1947,13.96
Jamaica,JAM,1948,13.43
Jamaica,JAM,1949,13
Jamaica,JAM,1950,14.05
Jamaica,JAM,1951,13.32
Jamaica,JAM,1952,12.51
Jamaica,JAM,1953,11.87
Jamaica,JAM,1954,11.25
Jamaica,JAM,1955,10.67
Jamaica,JAM,1956,10.11
Jamaica,JAM,1957,9.58
Jamaica,JAM,1958,9.06
Jamaica,JAM,1959,8.59
Jamaica,JAM,1960,8.17
Jamaica,JAM,1961,7.79
Jamaica,JAM,1962,7.45
Jamaica,JAM,1963,7.17
Jamaica,JAM,1964,6.91
Jamaica,JAM,1965,6.69
Jamaica,JAM,1966,6.49
Jamaica,JAM,1967,6.28
Jamaica,JAM,1968,6.08
Jamaica,JAM,1969,5.87
Jamaica,JAM,1970,5.64
Jamaica,JAM,1971,5.41
Jamaica,JAM,1972,5.18
Jamaica,JAM,1973,4.95
Jamaica,JAM,1974,4.74
Jamaica,JAM,1975,4.55
Jamaica,JAM,1976,4.37
Jamaica,JAM,1977,4.21
Jamaica,JAM,1978,4.06
Jamaica,JAM,1979,3.92
Jamaica,JAM,1980,3.78
Jamaica,JAM,1981,3.66
Jamaica,JAM,1982,3.54
Jamaica,JAM,1983,3.43
Jamaica,JAM,1984,3.32
Jamaica,JAM,1985,3.22
Jamaica,JAM,1986,3.13
Jamaica,JAM,1987,3.04
Jamaica,JAM,1988,2.96
Jamaica,JAM,1989,2.88
Jamaica,JAM,1990,2.8
Jamaica,JAM,1991,2.73
Jamaica,JAM,1992,2.66
Jamaica,JAM,1993,2.58
Jamaica,JAM,1994,2.51
Jamaica,JAM,1995,2.43
Jamaica,JAM,1996,2.35
Jamaica,JAM,1997,2.27
Jamaica,JAM,1998,2.19
Jamaica,JAM,1999,2.12
Jamaica,JAM,2000,2.06
Jamaica,JAM,2001,2
Jamaica,JAM,2002,1.97
Jamaica,JAM,2003,1.94
Jamaica,JAM,2004,1.92
Jamaica,JAM,2005,1.92
Jamaica,JAM,2006,1.91
Jamaica,JAM,2007,1.92
Jamaica,JAM,2008,1.92
Jamaica,JAM,2009,1.91
Jamaica,JAM,2010,1.91
Jamaica,JAM,2011,1.9
Jamaica,JAM,2012,1.89
Jamaica,JAM,2013,1.88
Jamaica,JAM,2014,1.87
Jamaica,JAM,2015,1.87
Jamaica,JAM,2016,1.86
Jamaica,JAM,2017,1.86
Jamaica,JAM,2018,1.87
Jamaica,JAM,2019,1.88
Jamaica,JAM,2020,1.9
Jamaica,JAM,2021,1.91
Jamaica,JAM,2022,1.93
Jamaica,JAM,2023,1.93
Japan,JPN,1920,27
Japan,JPN,1921,28.6
Japan,JPN,1922,27
Japan,JPN,1923,26.52
Japan,JPN,1924,25.32
Japan,JPN,1925,22.78
Japan,JPN,1926,21.85
Japan,JPN,1927,22.78
Japan,JPN,1928,22.03
Japan,JPN,1929,22.78
Japan,JPN,1930,19.6
Japan,JPN,1931,20.91
Japan,JPN,1932,18.28
Japan,JPN,1933,19.03
Japan,JPN,1934,19.6
Japan,JPN,1935,16.22
Japan,JPN,1936,18.09
Japan,JPN,1937,16.04
Japan,JPN,1938,17.72
Japan,JPN,1939,16.22
Japan,JPN,1940,13.12
Japan,JPN,1941,12.06
Japan,JPN,1942,12.41
Japan,JPN,1943,12.59
Japan,JPN,1947,14.76
Japan,JPN,1948,9.92
Japan,JPN,1949,10.12
Japan,JPN,1950,9.14
Japan,JPN,1951,8.26
Japan,JPN,1952,7.49
Japan,JPN,1953,6.83
Japan,JPN,1954,6.27
Japan,JPN,1955,5.8
Japan,JPN,1956,5.4
Japan,JPN,1957,5.03
Japan,JPN,1958,4.68
Japan,JPN,1959,4.33
Japan,JPN,1960,3.97
Japan,JPN,1961,3.62
Japan,JPN,1962,3.29
Japan,JPN,1963,2.98
Japan,JPN,1964,2.7
Japan,JPN,1965,2.46
Japan,JPN,1966,2.26
Japan,JPN,1967,2.1
Japan,JPN,1968,1.96
Japan,JPN,1969,1.85
Japan,JPN,1970,1.75
Japan,JPN,1971,1.65
Japan,JPN,1972,1.57
Japan,JPN,1973,1.49
Japan,JPN,1974,1.41
Japan,JPN,1975,1.33
Japan,JPN,1976,1.25
Japan,JPN,1977,1.18
Japan,JPN,1978,1.11
Japan,JPN,1979,1.05
Japan,JPN,1980,0.99
Japan,JPN,1981,0.93
Japan,JPN,1982,0.88
Japan,JPN,1983,0.83
Japan,JPN,1984,0.79
Japan,JPN,1985,0.75
Japan,JPN,1986,0.71
Japan,JPN,1987,0.68
Japan,JPN,1988,0.66
Japan,JPN,1989,0.64
Japan,JPN,1990,0.63
Japan,JPN,1991,0.62
Japan,JPN,1992,0.61
Japan,JPN,1993,0.6
Japan,JPN,1994,0.59
Japan,JPN,1995,0.57
Japan,JPN,1996,0.55
Japan,JPN,1997,0.52
Japan,JPN,1998,0.5
Japan,JPN,1999,0.47
Japan,JPN,2000,0.45
Japan,JPN,2001,0.43
Japan,JPN,2002,0.41
Japan,JPN,2003,0.4
Japan,JPN,2004,0.39
Japan,JPN,2005,0.37
Japan,JPN,2006,0.36
Japan,JPN,2007,0.35
Japan,JPN,2008,0.34
Japan,JPN,2009,0.34
Japan,JPN,2010,0.33
Japan,JPN,2011,0.33
Japan,JPN,2012,0.31
Japan,JPN,2013,0.3
Japan,JPN,2014,0.29
Japan,JPN,2015,0.28
Japan,JPN,2016,0.27
Japan,JPN,2017,0.26
Japan,JPN,2018,0.25
Japan,JPN,2019,0.25
Japan,JPN,2020,0.24
Japan,JPN,2021,0.24
Japan,JPN,2022,0.24
Japan,JPN,2023,0.24
Jordan,JOR,1945,36.19
Jordan,JOR,1946,34.27
Jordan,JOR,1947,32.45
Jordan,JOR,1948,30.75
Jordan,JOR,1949,29.13
Jordan,JOR,1950,27.59
Jordan,JOR,1951,26.12
Jordan,JOR,1952,24.73
Jordan,JOR,1953,23.39
Jordan,JOR,1954,22.12
Jordan,JOR,1955,20.88
Jordan,JOR,1956,19.7
Jordan,JOR,1957,18.57
Jordan,JOR,1958,17.5
Jordan,JOR,1959,16.47
Jordan,JOR,1960,15.51
Jordan,JOR,1961,14.61
Jordan,JOR,1962,13.77
Jordan,JOR,1963,12.99
Jordan,JOR,1964,12.27
Jordan,JOR,1965,11.6
Jordan,JOR,1966,10.98
Jordan,JOR,1967,10.41
Jordan,JOR,1968,9.87
Jordan,JOR,1969,9.38
Jordan,JOR,1970,8.91
Jordan,JOR,1971,8.48
Jordan,JOR,1972,8.06
Jordan,JOR,1973,7.67
Jordan,JOR,1974,7.31
Jordan,JOR,1975,6.96
Jordan,JOR,1976,6.63
Jordan,JOR,1977,6.31
Jordan,JOR,1978,6.02
Jordan,JOR,1979,5.74
Jordan,JOR,1980,5.48
Jordan,JOR,1981,5.22
Jordan,JOR,1982,4.99
Jordan,JOR,1983,4.76
Jordan,JOR,1984,4.55
Jordan,JOR,1985,4.34
Jordan,JOR,1986,4.16
Jordan,JOR,1987,3.98
Jordan,JOR,1988,3.82
Jordan,JOR,1989,3.68
Jordan,JOR,1990,3.54
Jordan,JOR,1991,3.42
Jordan,JOR,1992,3.31
Jordan,JOR,1993,3.2
Jordan,JOR,1994,3.1
Jordan,JOR,1995,3.01
Jordan,JOR,1996,2.91
Jordan,JOR,1997,2.83
Jordan,JOR,1998,2.74
Jordan,JOR,1999,2.66
Jordan,JOR,2000,2.58
Jordan,JOR,2001,2.5
Jordan,JOR,2002,2.42
Jordan,JOR,2003,2.35
Jordan,JOR,2004,2.27
Jordan,JOR,2005,2.2
Jordan,JOR,2006,2.13
Jordan,JOR,2007,2.07
Jordan,JOR,2008,2
Jordan,JOR,2009,1.94
Jordan,JOR,2010,1.89
Jordan,JOR,2011,1.83
Jordan,JOR,2012,1.78
Jordan,JOR,2013,1.74
Jordan,JOR,2014,1.69
Jordan,JOR,2015,1.65
Jordan,JOR,2016,1.6
Jordan,JOR,2017,1.56
Jordan,JOR,2018,1.52
Jordan,JOR,2019,1.48
Jordan,JOR,2020,1.44
Jordan,JOR,2021,1.4
Jordan,JOR,2022,1.36
Jordan,JOR,2023,1.32
Kazakhstan,KAZ,1971,8.54
Kazakhstan,KAZ,1972,8.33
Kazakhstan,KAZ,1973,8.14
Kazakhstan,KAZ,1974,7.96
Kazakhstan,KAZ,1975,7.8
Kazakhstan,KAZ,1976,7.66
Kazakhstan,KAZ,1977,7.53
Kazakhstan,KAZ,1978,7.39
Kazakhstan,KAZ,1979,7.24
Kazakhstan,KAZ,1980,7.05
Kazakhstan,KAZ,1981,6.83
Kazakhstan,KAZ,1982,6.6
Kazakhstan,KAZ,1983,6.38
Kazakhstan,KAZ,1984,6.16
Kazakhstan,KAZ,1985,5.94
Kazakhstan,KAZ,1986,5.73
Kazakhstan,KAZ,1987,5.54
Kazakhstan,KAZ,1988,5.37
Kazakhstan,KAZ,1989,5.23
Kazakhstan,KAZ,1990,5.16
Kazakhstan,KAZ,1991,5.13
Kazakhstan,KAZ,1992,5.16
Kazakhstan,KAZ,1993,5.23
Kazakhstan,KAZ,1994,5.28
Kazakhstan,KAZ,1995,5.26
Kazakhstan,KAZ,1996,5.16
Kazakhstan,KAZ,1997,4.99
Kazakhstan,KAZ,1998,4.76
Kazakhstan,KAZ,1999,4.51
Kazakhstan,KAZ,2000,4.25
Kazakhstan,KAZ,2001,3.99
Kazakhstan,KAZ,2002,3.76
Kazakhstan,KAZ,2003,3.54
Kazakhstan,KAZ,2004,3.33
Kazakhstan,KAZ,2005,3.12
Kazakhstan,KAZ,2006,2.9
Kazakhstan,KAZ,2007,2.69
Kazakhstan,KAZ,2008,2.47
Kazakhstan,KAZ,2009,2.25
Kazakhstan,KAZ,2010,2.04
Kazakhstan,KAZ,2011,1.83
Kazakhstan,KAZ,2012,1.63
Kazakhstan,KAZ,2013,1.46
Kazakhstan,KAZ,2014,1.3
Kazakhstan,KAZ,2015,1.19
Kazakhstan,KAZ,2016,1.1
Kazakhstan,KAZ,2017,1.05
Kazakhstan,KAZ,2018,1.03
Kazakhstan,KAZ,2019,1.02
Kazakhstan,KAZ,2020,1.01
Kazakhstan,KAZ,2021,1
Kazakhstan,KAZ,2022,0.98
Kazakhstan,KAZ,2023,0.96
Kenya,KEN,1950,31.98
Kenya,KEN,1951,30.54
Kenya,KEN,1952,29.74
Kenya,KEN,1953,28.09
Kenya,KEN,1954,26.58
Kenya,KEN,1955,25.16
Kenya,KEN,1956,23.84
Kenya,KEN,1957,22.64
Kenya,KEN,1958,21.54
Kenya,KEN,1959,20.54
Kenya,KEN,1960,19.63
Kenya,KEN,1961,18.83
Kenya,KEN,1962,18.11
Kenya,KEN,1963,17.5
Kenya,KEN,1964,17
Kenya,KEN,1965,16.59
Kenya,KEN,1966,16.25
Kenya,KEN,1967,15.95
Kenya,KEN,1968,15.66
Kenya,KEN,1969,15.35
Kenya,KEN,1970,15.03
Kenya,KEN,1971,14.69
Kenya,KEN,1972,14.33
Kenya,KEN,1973,13.95
Kenya,KEN,1974,13.54
Kenya,KEN,1975,13.12
Kenya,KEN,1976,12.67
Kenya,KEN,1977,12.23
Kenya,KEN,1978,11.78
Kenya,KEN,1979,11.35
Kenya,KEN,1980,10.96
Kenya,KEN,1981,10.59
Kenya,KEN,1982,10.26
Kenya,KEN,1983,9.98
Kenya,KEN,1984,9.74
Kenya,KEN,1985,9.57
Kenya,KEN,1986,9.49
Kenya,KEN,1987,9.51
Kenya,KEN,1988,9.63
Kenya,KEN,1989,9.85
Kenya,KEN,1990,10.14
Kenya,KEN,1991,10.46
Kenya,KEN,1992,10.74
Kenya,KEN,1993,10.93
Kenya,KEN,1994,11.02
Kenya,KEN,1995,11
Kenya,KEN,1996,10.89
Kenya,KEN,1997,10.7
Kenya,KEN,1998,10.42
Kenya,KEN,1999,10.06
Kenya,KEN,2000,9.63
Kenya,KEN,2001,9.16
Kenya,KEN,2002,8.66
Kenya,KEN,2003,8.16
Kenya,KEN,2004,7.66
Kenya,KEN,2005,7.15
Kenya,KEN,2006,6.71
Kenya,KEN,2007,6.32
Kenya,KEN,2008,5.82
Kenya,KEN,2009,5.54
Kenya,KEN,2010,5.35
Kenya,KEN,2011,5.22
Kenya,KEN,2012,5.12
Kenya,KEN,2013,5
Kenya,KEN,2014,4.88
Kenya,KEN,2015,4.74
Kenya,KEN,2016,4.6
Kenya,KEN,2017,4.53
Kenya,KEN,2018,4.43
Kenya,KEN,2019,4.33
Kenya,KEN,2020,4.28
Kenya,KEN,2021,4.19
Kenya,KEN,2022,4.11
Kenya,KEN,2023,3.99
Kiribati,KIR,1946,22.3
Kiribati,KIR,1947,22.22
Kiribati,KIR,1948,22.16
Kiribati,KIR,1949,22.06
Kiribati,KIR,1950,22.01
Kiribati,KIR,1951,21.92
Kiribati,KIR,1952,21.85
Kiribati,KIR,1953,21.77
Kiribati,KIR,1954,21.65
Kiribati,KIR,1955,21.51
Kiribati,KIR,1956,21.29
Kiribati,KIR,1957,21.03
Kiribati,KIR,1958,20.74
Kiribati,KIR,1959,20.38
Kiribati,KIR,1960,19.93
Kiribati,KIR,1961,19.45
Kiribati,KIR,1962,18.9
Kiribati,KIR,1963,18.33
Kiribati,KIR,1964,17.7
Kiribati,KIR,1965,17.05
Kiribati,KIR,1966,16.4
Kiribati,KIR,1967,15.77
Kiribati,KIR,1968,15.18
Kiribati,KIR,1969,14.63
Kiribati,KIR,1970,14.11
Kiribati,KIR,1971,13.67
Kiribati,KIR,1972,13.27
Kiribati,KIR,1973,12.95
Kiribati,KIR,1974,12.72
Kiribati,KIR,1975,12.54
Kiribati,KIR,1976,12.41
Kiribati,KIR,1977,12.29
Kiribati,KIR,1978,12.17
Kiribati,KIR,1979,12.04
Kiribati,KIR,1980,11.91
Kiribati,KIR,1981,11.74
Kiribati,KIR,1982,11.56
Kiribati,KIR,1983,11.35
Kiribati,KIR,1984,11.12
Kiribati,KIR,1985,10.85
Kiribati,KIR,1986,10.55
Kiribati,KIR,1987,10.22
Kiribati,KIR,1988,9.87
Kiribati,KIR,1989,9.5
Kiribati,KIR,1990,9.13
Kiribati,KIR,1991,8.77
Kiribati,KIR,1992,8.44
Kiribati,KIR,1993,8.13
Kiribati,KIR,1994,7.87
Kiribati,KIR,1995,7.64
Kiribati,KIR,1996,7.42
Kiribati,KIR,1997,7.22
Kiribati,KIR,1998,7.02
Kiribati,KIR,1999,6.83
Kiribati,KIR,2000,6.64
Kiribati,KIR,2001,6.46
Kiribati,KIR,2002,6.31
Kiribati,KIR,2003,6.2
Kiribati,KIR,2004,6.13
Kiribati,KIR,2005,6.07
Kiribati,KIR,2006,6.03
Kiribati,KIR,2007,5.99
Kiribati,KIR,2008,5.93
Kiribati,KIR,2009,5.87
Kiribati,KIR,2010,5.82
Kiribati,KIR,2011,5.79
Kiribati,KIR,2012,5.78
Kiribati,KIR,2013,5.8
Kiribati,KIR,2014,5.84
Kiribati,KIR,2015,5.89
Kiribati,KIR,2016,5.95
Kiribati,KIR,2017,5.99
Kiribati,KIR,2018,5.98
Kiribati,KIR,2019,5.93
Kiribati,KIR,2020,5.86
Kiribati,KIR,2021,5.76
Kiribati,KIR,2022,5.65
Kiribati,KIR,2023,5.51
Kosovo,OWID_KOS,1985,14.6
Kosovo,OWID_KOS,1986,13.62
Kosovo,OWID_KOS,1987,12.73
Kosovo,OWID_KOS,1988,11.89
Kosovo,OWID_KOS,1989,11.11
Kosovo,OWID_KOS,1990,10.38
Kosovo,OWID_KOS,1991,9.71
Kosovo,OWID_KOS,1992,9.06
Kosovo,OWID_KOS,1993,8.46
Kosovo,OWID_KOS,1994,7.88
Kosovo,OWID_KOS,1995,7.31
Kosovo,OWID_KOS,1996,6.77
Kosovo,OWID_KOS,1997,6.25
Kosovo,OWID_KOS,1998,5.75
Kosovo,OWID_KOS,1999,5.28
Kosovo,OWID_KOS,2000,4.83
Kosovo,OWID_KOS,2001,4.41
Kosovo,OWID_KOS,2002,4.02
Kosovo,OWID_KOS,2003,3.66
Kosovo,OWID_KOS,2004,3.34
Kosovo,OWID_KOS,2005,3.05
Kosovo,OWID_KOS,2006,2.79
Kosovo,OWID_KOS,2007,2.56
Kosovo,OWID_KOS,2008,2.36
Kosovo,OWID_KOS,2009,2.17
Kosovo,OWID_KOS,2010,2.01
Kosovo,OWID_KOS,2011,1.87
Kosovo,OWID_KOS,2012,1.74
Kosovo,OWID_KOS,2013,1.63
Kosovo,OWID_KOS,2014,1.52
Kosovo,OWID_KOS,2015,1.43
Kosovo,OWID_KOS,2016,1.34
Kosovo,OWID_KOS,2017,1.26
Kosovo,OWID_KOS,2018,1.19
Kosovo,OWID_KOS,2019,1.12
Kosovo,OWID_KOS,2020,1.05
Kosovo,OWID_KOS,2021,1
Kosovo,OWID_KOS,2022,0.95
Kosovo,OWID_KOS,2023,0.91
Kuwait,KWT,1959,15.22
Kuwait,KWT,1960,14.19
Kuwait,KWT,1961,13.22
Kuwait,KWT,1962,12.3
Kuwait,KWT,1963,11.44
Kuwait,KWT,1964,10.61
Kuwait,KWT,1965,9.86
Kuwait,KWT,1966,9.17
Kuwait,KWT,1967,8.55
Kuwait,KWT,1968,7.98
Kuwait,KWT,1969,7.47
Kuwait,KWT,1970,7
Kuwait,KWT,1971,6.57
Kuwait,KWT,1972,6.17
Kuwait,KWT,1973,5.8
Kuwait,KWT,1974,5.45
Kuwait,KWT,1975,5.12
Kuwait,KWT,1976,4.8
Kuwait,KWT,1977,4.49
Kuwait,KWT,1978,4.19
Kuwait,KWT,1979,3.89
Kuwait,KWT,1980,3.59
